Protein_000,Protein_001,Protein_002,Protein_003,Protein_004,Protein_005,Protein_006,Protein_007,Protein_008,Protein_009,Protein_010,Protein_011,Protein_012,Protein_013,Protein_014,Protein_015,Protein_016,Protein_017,Protein_018,Protein_019,Protein_020,Protein_021,Protein_022,Protein_023,Protein_024,Protein_025,Protein_026,Protein_027,Protein_028,Protein_029,Protein_030,Protein_031,Protein_032,Protein_033,Protein_034,Protein_035,Protein_036,Protein_037,Protein_038,Protein_039,Protein_040,Protein_041,Protein_042,Protein_043,Protein_044,Protein_045,Protein_046,Protein_047,Protein_048,Protein_049,Protein_050,Protein_051,Protein_052,Protein_053,Protein_054,Protein_055,Protein_056,Protein_057,Protein_058,Protein_059,Protein_060,Protein_061,Protein_062,Protein_063,Protein_064,Protein_065,Protein_066,Protein_067,Protein_068,Protein_069,Protein_070,Protein_071,Protein_072,Protein_073,Protein_074,Protein_075,Protein_076,Protein_077,Protein_078,Protein_079,Protein_080,Protein_081,Protein_082,Protein_083,Protein_084,Protein_085,Protein_086,Protein_087,Protein_088,Protein_089,Protein_090,Protein_091,Protein_092,Protein_093,Protein_094,Protein_095,Protein_096,Protein_097,Protein_098,Protein_099,Protein_100,Protein_101,Protein_102,Protein_103,Protein_104,Protein_105,Protein_106,Protein_107,Protein_108,Protein_109,Protein_110,Protein_111,Protein_112,Protein_113,Protein_114,Protein_115,Protein_116,Protein_117,Protein_118,Protein_119,Protein_120,Protein_121,Protein_122,Protein_123,Protein_124,Protein_125,Protein_126,Protein_127,Protein_128,Protein_129,Protein_130,Protein_131,Protein_132,Protein_133,Protein_134,Protein_135,Protein_136,Protein_137,Protein_138,Protein_139,Protein_140,Protein_141,Protein_142,Protein_143,Protein_144,Protein_145,Protein_146,Protein_147,Protein_148,Protein_149,Protein_150,Protein_151,Protein_152,Protein_153,Protein_154,Protein_155,Protein_156,Protein_157,Protein_158,Protein_159,Protein_160,Protein_161,Protein_162,Protein_163,Protein_164,Protein_165,Protein_166,Protein_167,Protein_168,Protein_169,Protein_170,Protein_171,Protein_172,Protein_173,Protein_174,Protein_175,Protein_176,Protein_177,Protein_178,Protein_179,Protein_180,Protein_181,Protein_182,Protein_183,Protein_184,Protein_185,Protein_186,Protein_187,Protein_188,Protein_189,Protein_190,Protein_191,Protein_192,Protein_193,Protein_194,Protein_195,Protein_196,Protein_197,Protein_198,Protein_199,Protein_200,Protein_201,Protein_202,Protein_203,Protein_204,Protein_205,Protein_206,Protein_207,Protein_208,Protein_209,Protein_210,Protein_211,Protein_212,Protein_213,Protein_214,Protein_215,Protein_216,Protein_217,Protein_218,Protein_219,Protein_220,Protein_221,Protein_222,Protein_223,Protein_224,Protein_225,Protein_226,Protein_227,Protein_228,Protein_229,Protein_230,Protein_231,Protein_232,Protein_233,Protein_234,Protein_235,Protein_236,Protein_237,Protein_238,Protein_239,SampleID
8.2654,9.1664,10.2572,7.7473,8.3661,10.4069,6.1055,8.888,8.5516,8.8749,10.5866,10.2887,5.8421,10.8228,,7.8245,9.9983,8.5577,7.8366,9.7532,8.8459,8.1841,7.3392,8.5087,9.6966,7.6151,9.0092,8.3259,,8.7609,7.8397,8.6056,7.0023,9.1167,8.567,6.8218,8.4721,9.0234,8.8417,8.3704,7.6144,8.5214,8.5936,7.7707,9.2531,9.5701,9.7558,9.5663,9.2074,8.0013,9.1701,9.4537,8.5658,9.8416,8.5124,,9.5785,9.1311,7.9102,8.8615,7.8854,7.3283,8.4797,8.7108,8.1995,9.0838,6.8652,9.398,9.1942,7.969,7.5009,9.2883,8.2182,8.6646,8.8314,8.3411,9.5591,8.2974,9.5451,9.1282,7.5026,7.8885,10.3231,7.6654,7.9368,10.0286,7.4194,9.0969,7.8371,8.6045,9.1258,9.1001,8.9937,9.0714,8.2928,9.4702,8.2274,8.9679,8.4705,9.6662,7.7678,7.7639,,9.0336,9.464,7.9604,10.6814,8.3377,8.3274,8.7033,,8.3208,8.4553,8.495,10.4081,7.891,8.5413,7.5372,7.8216,9.2299,9.3279,7.9035,,9.4031,9.0278,7.2946,7.9997,8.9451,6.5012,8.2177,6.8075,9.585,9.136,7.4118,8.5178,7.4318,9.0268,9.4242,10.6705,7.9646,9.4296,,9.4918,8.2756,8.9705,9.7092,9.0699,9.9444,9.3637,9.6119,9.93,8.7022,9.1362,9.6825,9.0082,7.0239,8.813,7.9018,8.6879,7.1048,7.5211,9.0349,8.1569,9.0378,9.6475,9.1775,9.8464,8.1875,9.0024,8.2083,7.7042,9.841,8.0644,7.1849,10.5372,8.4405,9.5855,8.1351,7.3844,9.5492,7.7967,8.2618,7.3883,8.3669,9.5769,9.5086,8.9045,8.1693,10.5918,8.5668,7.05,8.9193,7.844,9.3823,8.5738,8.6962,8.1834,8.3912,8.736,8.2482,9.0831,9.5581,9.1843,9.4806,9.5311,9.3089,9.7299,8.5938,10.5364,7.7179,7.7607,7.5598,8.4249,9.4171,8.4202,9.2585,7.9075,7.3129,8.1438,6.9928,9.2083,9.3386,7.3968,8.6367,8.6415,8.2575,9.5856,8.2349,7.8126,8.8261,9.1272,9.2554,8.7629,9.8466,7.1677,9.5794,10.6135,9.8848,10.2327,9.2576,S021
6.7427,9.9395,7.89,9.4258,8.2896,7.9391,8.8228,9.4184,8.5755,8.4611,7.6522,9.1961,8.8404,9.1401,8.694,8.4989,7.2478,5.5959,9.2334,8.1454,7.3069,6.2974,8.7787,8.2319,9.6597,8.791,7.6833,6.5836,7.7088,7.8196,8.5717,8.8775,8.3463,8.6261,8.5478,7.5512,8.5509,9.4,8.3535,7.1239,10.2927,8.296,10.4067,7.5262,8.7864,10.1092,6.7504,8.8054,8.4295,8.0459,9.5027,9.1039,9.4526,9.3207,6.7956,8.5262,8.1244,7.9329,8.2189,9.5826,8.7867,8.5452,9.3771,8.7295,7.3409,8.6968,8.8013,7.3455,8.4466,8.4265,7.7769,7.3532,7.6161,9.0288,7.237,8.3279,7.9977,8.5556,9.8707,8.8855,8.3273,7.9727,8.455,9.1534,7.3046,8.7726,9.8959,8.5111,8.7329,8.979,8.8429,9.468,8.6109,8.9951,8.084,8.8021,9.3268,7.3633,7.8299,8.2231,8.2492,9.8525,9.0385,9.2604,6.6764,8.3473,8.4988,8.3567,7.3586,8.4327,9.7583,8.8362,9.6531,9.159,8.2548,8.1045,8.9776,7.8108,6.9665,7.0823,8.1061,7.2706,7.2677,8.1529,8.3095,9.3643,7.4965,7.9803,7.9525,10.0546,7.6913,,9.2086,8.0045,9.4441,7.3385,7.1972,9.2143,7.1285,8.4276,10.125,7.9003,9.4672,7.1666,7.7758,8.8089,9.9822,9.5147,8.4047,9.1897,8.1397,8.9989,8.8255,6.8036,8.4375,9.2818,8.0939,6.3446,8.9119,8.8716,6.6133,9.1557,7.3437,7.0853,8.5911,10.0688,9.3053,8.3659,7.7945,8.7807,8.3312,7.315,8.9872,10.8749,8.4563,9.2831,8.037,7.7903,8.6845,8.8992,8.0494,8.0754,8.2607,7.0419,9.3237,7.3026,7.5246,7.31,8.055,8.5476,8.3189,8.653,8.5425,8.8144,8.6101,8.716,6.5148,7.9301,8.9362,9.4109,7.9855,7.3536,8.6742,9.991,8.3391,9.056,8.979,6.8322,8.3488,7.4578,8.3255,8.0182,7.9253,8.0407,8.4735,8.7085,7.2661,8.8477,8.0672,7.63,9.7213,9.4063,7.765,8.2148,7.7042,9.0333,8.6196,8.1453,9.6087,,6.7088,8.2732,7.9497,7.6979,7.3561,9.1054,8.4597,7.6116,8.0848,7.7067,S022
7.2874,7.9526,8.8176,8.6443,7.868,7.5565,6.3053,8.9124,8.6164,8.8344,8.3936,9.1145,7.7029,7.317,6.8994,8.6736,7.7473,6.9795,8.7661,6.8167,8.7601,9.3904,8.4182,9.1241,9.481,9.2979,7.5849,8.2542,8.3026,7.9566,6.2518,8.1566,8.6063,7.1218,9.5886,8.0147,8.717,6.9134,8.1095,8.8525,8.5372,8.7255,7.257,8.3117,9.7155,8.8405,8.2646,,7.4502,8.2965,9.3001,7.1571,8.5938,7.9627,8.8705,6.2671,7.0218,9.3674,8.4892,10.6288,7.2126,9.4349,8.1054,8.8519,8.2773,6.5733,8.1211,8.8797,6.7803,8.5409,8.09,8.4405,9.345,8.0619,6.7911,7.918,7.9537,8.6405,5.895,8.0706,8.8291,8.7875,9.6795,8.4994,8.4096,8.6183,8.4398,9.7371,9.3297,8.83,8.1888,6.9688,9.2771,9.9385,7.6171,7.8549,8.9234,9.8446,8.525,8.6642,9.0795,10.4898,8.5648,6.5112,7.8897,6.8588,9.4278,7.1768,9.567,8.3475,6.9368,8.5708,8.1568,7.6835,9.2635,8.3115,6.7101,8.1839,7.2562,6.5531,9.5501,10.2385,7.3019,9.0586,8.7699,8.8435,8.1394,9.2842,8.4327,7.5963,,8.8612,9.7608,7.0251,9.0658,8.4976,9.2269,9.5052,9.2945,8.672,7.2813,8.5474,9.3459,9.8282,8.3634,,,8.2212,7.3682,7.0454,9.716,8.0131,8.5481,8.1151,9.3856,8.5248,7.5524,8.6749,8.885,7.7422,7.4051,7.9458,8.4329,8.4582,7.9135,7.5495,9.3821,8.6576,7.7305,9.0489,8.1211,8.4339,7.1515,8.5187,7.9759,8.2098,8.4807,8.1125,9.2704,8.9244,9.7074,10.3239,8.6492,9.9173,7.295,8.8101,9.6772,9.0056,10.4205,8.3924,7.7922,7.3838,8.6041,8.9878,8.8741,7.9124,8.6428,7.6075,7.6093,8.9434,8.7794,8.6009,7.6323,8.3148,8.1625,8.0391,6.9037,7.1541,8.4374,9.6348,8.7375,7.0189,7.5898,9.5718,7.9732,7.2857,8.3749,8.088,8.5708,8.1416,8.7989,7.6075,6.782,8.8116,8.5039,9.5639,7.9171,9.9726,10.6053,,8.7107,7.7579,8.6119,4.7533,8.2196,7.7728,8.9236,7.8083,8.4271,8.1317,S023
8.6253,9.6971,8.8603,8.0324,10.0705,10.1847,9.4366,8.3209,8.7691,8.9832,9.6983,9.753,8.5105,9.1279,9.9717,8.4732,8.8265,8.1989,9.0231,8.805,7.6421,8.2463,9.0006,9.3026,9.3908,7.7293,7.0614,9.2059,8.2059,8.4417,9.4707,10.2492,9.451,9.0779,9.4431,8.2728,9.0781,9.3128,8.4359,8.5873,8.7913,8.4278,10.6126,9.3162,8.725,7.3882,,9.4742,7.9969,8.2971,7.7432,8.2924,8.3535,8.2172,9.115,8.0163,9.9337,8.1773,7.5699,7.4051,9.9637,9.1237,8.3839,7.1534,6.0201,8.5206,8.3992,9.6386,9.3669,9.0102,7.8857,9.2005,6.9201,8.7429,8.9459,8.4914,7.9417,7.9985,8.0632,8.727,8.8203,7.0542,7.5349,8.7026,9.9842,9.8516,8.2922,9.1693,9.1071,8.0506,9.6417,5.6114,9.1097,8.4893,9.7841,10.0922,8.5882,9.1284,8.128,8.0519,9.3373,8.2158,7.8879,8.5715,,8.474,8.6833,8.663,7.3725,7.9441,6.866,7.1872,7.8618,8.9791,8.0425,10.3455,8.3474,7.6849,10.3406,9.7301,8.5506,8.8791,8.4359,7.7666,9.0395,9.098,8.7843,9.2403,8.5108,8.7725,7.1005,8.2308,8.5423,8.9399,9.0522,9.0543,10.4783,7.9949,7.6346,9.7022,7.8952,9.8665,7.0991,9.5143,9.1031,8.89,9.1605,8.2169,8.5719,8.3367,10.4397,9.3589,8.0726,7.3071,7.8737,8.8672,8.6721,8.8674,9.3918,9.0501,9.0382,9.23,8.0821,8.9991,8.1041,10.1159,8.8483,8.6883,7.5905,9.8322,7.9469,7.0193,7.6672,9.2225,8.4355,6.7124,8.8337,9.2324,8.7077,8.4943,9.0763,8.819,9.9166,7.7853,8.149,9.2647,7.9342,7.3919,10.0405,8.7673,8.1998,10.0119,7.9179,7.1825,9.2506,7.6353,8.6905,8.8099,9.1038,10.2691,9.2387,8.2578,8.5769,7.5,10.1613,8.8526,8.968,9.3963,8.2465,8.4418,9.644,8.2753,8.8496,10.1628,10.3077,7.7416,7.7883,7.5368,7.479,9.1732,9.3263,9.2893,8.3807,10.0528,,8.2023,7.9661,8.2572,9.0541,7.9395,9.688,8.6519,6.616,7.0606,8.9611,9.0786,9.0192,7.1124,9.1652,8.1642,S024
7.403,7.633,8.554,6.8685,10.6599,9.4813,7.7314,9.2725,8.8191,6.5491,9.4666,9.8532,6.7694,10.9297,9.118,8.273,11.7976,8.6751,,10.501,7.3576,9.2931,,8.5245,8.5781,8.1629,8.5594,,8.0351,8.6162,7.0549,6.5839,9.5056,9.3397,8.4489,7.9804,8.6369,8.4333,7.7478,,8.9253,6.3101,9.2923,8.6841,8.2199,9.6251,8.6542,6.912,8.4619,8.0804,7.808,8.0588,8.2632,9.4831,8.5127,8.5983,9.3419,10.1486,7.7633,8.8917,9.07,8.3957,8.3407,9.3486,9.5615,7.7699,7.7636,8.0608,7.6079,7.9102,8.085,9.537,8.0195,8.5592,8.0425,9.5569,10.6439,10.2634,8.5288,8.1891,8.4089,7.1741,9.4146,8.647,8.1849,9.4419,8.9128,9.1244,8.0425,9.1774,8.3469,7.0849,8.7789,8.8755,8.1834,9.4932,7.9587,9.2687,7.2644,9.5117,6.624,7.7509,9.356,8.156,9.3245,7.3661,8.7878,8.5888,8.5926,9.1624,7.7361,9.2223,8.3368,7.8578,8.9465,8.3528,8.2002,8.9702,9.2965,8.0923,8.2286,8.2534,7.5321,9.0795,9.1331,8.4359,9.5043,10.0737,9.0601,8.6437,9.4275,8.995,9.8825,8.8973,9.0412,9.2135,,7.2928,7.9361,8.1261,7.6729,7.0833,8.1998,7.6953,8.2414,8.0077,7.7675,8.604,9.5365,9.5251,8.2047,9.5016,7.9314,7.6982,8.9888,8.4383,7.3473,8.0786,9.05,8.6359,9.5746,9.6612,9.0484,10.1347,8.8817,7.602,7.7256,7.5371,9.4663,7.1945,8.4877,8.9316,9.7232,9.3288,8.3402,8.8095,7.8936,8.2317,8.1657,11.4023,9.2538,7.9499,8.9922,8.6928,8.9615,9.0925,8.7113,9.7257,,7.6901,8.5308,8.9359,8.5208,8.4717,8.029,8.315,7.9674,10.2527,7.9174,7.8362,7.412,8.0457,8.81,8.4259,9.4521,8.8782,8.4522,10.2115,9.634,8.3234,9.4029,7.5199,10.3927,11.1336,11.0294,9.6741,9.5975,7.2161,9.0028,9.1014,8.3288,8.4169,9.7338,7.8908,9.8824,7.6809,10.0637,7.7989,9.6221,8.4047,9.0135,8.8112,10.1599,,7.5004,9.041,8.8149,7.6684,9.8774,6.9045,S025
9.6089,7.9776,7.7055,8.3222,9.3925,9.3051,7.7567,9.5486,8.5468,9.7102,7.7418,8.4787,7.593,9.397,9.0034,8.8113,7.6188,7.1322,8.8223,8.6877,8.881,8.6608,8.5541,8.8991,8.44,9.8359,8.3181,8.5765,7.8545,7.958,7.5271,8.8956,7.4407,8.4885,8.4944,7.3669,9.2256,9.5356,8.1697,7.4027,10.0203,8.5176,8.8613,8.3422,7.8885,11.0877,8.6138,10.7821,7.2596,9.1279,,8.5567,8.273,8.6535,8.6847,10.4705,8.8998,8.4736,8.7201,6.9834,9.3324,7.5663,8.008,9.4295,9.616,8.5727,8.6264,8.6887,9.3475,10.4844,8.6419,9.1618,8.491,9.1245,8.3095,7.605,9.4604,8.8518,7.2237,9.9723,9.0113,9.6056,8.3087,6.9195,9.8157,7.1009,8.1296,8.9378,8.7076,10.3778,9.4854,7.7826,9.5327,9.6799,7.7626,7.9215,10.3403,9.0788,8.6639,9.5236,7.1081,9.2301,8.2138,7.7545,10.2941,8.2482,7.2069,7.559,9.0331,8.4061,9.6094,8.9018,7.4836,8.0229,9.157,7.4809,9.4962,8.2103,8.4486,8.393,9.3405,9.5854,7.3494,8.5982,7.0507,8.2309,8.8931,9.5284,7.7605,7.3545,9.1721,9.8168,8.0421,7.8454,8.9258,7.8989,10.403,10.4626,7.2578,8.8232,8.4007,8.0213,8.9583,7.8922,9.4415,8.8116,8.3707,9.0868,9.1154,8.6605,7.6387,10.3694,8.8887,9.8702,7.2262,8.1166,,7.3782,8.4243,8.6284,8.8644,8.6555,8.0186,9.1405,7.0191,7.9612,9.3328,7.658,7.9968,8.8582,6.8341,9.02,10.7953,8.3852,8.4739,8.182,9.2037,7.9003,8.4473,9.3951,8.4757,8.5778,8.599,8.5331,8.3419,8.0829,9.3007,7.4314,9.0272,6.4624,8.2495,7.5393,9.4821,7.0244,7.4426,6.872,10.4092,9.7284,8.3179,8.4487,7.1236,9.9481,9.719,7.239,8.5108,9.2259,8.4301,9.3724,7.8163,8.3084,9.1732,7.7942,9.0605,6.9985,9.2133,9.7568,8.254,6.6529,8.1721,8.4846,8.0038,8.965,8.9658,8.6944,8.3528,9.6345,9.1754,9.533,10.3061,8.2503,9.975,8.139,7.9525,9.11,8.8488,7.786,9.6259,8.136,7.7021,8.1953,S026
8.3644,7.0119,8.8148,8.4465,8.2629,8.2556,7.2533,8.5067,9.4001,8.8821,8.0435,8.4748,9.2238,8.8182,9.3813,6.9472,8.4243,7.6393,8.4418,5.8667,8.2457,8.3826,7.616,8.5629,7.44,8.3401,8.8506,8.661,9.6214,9.225,9.1423,9.8698,7.6093,7.8571,10.4144,9.3736,8.1202,7.917,8.5168,10.2123,9.4611,7.771,8.095,7.8524,7.2271,7.5451,9.2052,,8.7887,7.9325,8.9186,10.0863,9.3809,9.1924,8.2397,7.9053,6.4433,8.3834,7.69,8.094,9.8338,9.8796,8.8577,8.0645,10.1278,8.2439,9.2994,8.1168,8.0085,8.0426,7.535,9.024,9.8277,9.4326,9.0314,8.7869,9.2384,8.6324,6.6626,7.9853,8.0849,6.0207,8.8523,8.9519,8.5942,9.9983,8.6779,7.9177,8.7233,9.7581,7.2044,7.8634,7.9464,7.3462,6.8955,8.4942,8.5543,8.2913,9.2949,8.8881,7.9047,8.8561,8.0472,9.3214,6.7125,9.1797,7.4637,7.1361,7.7617,10.1567,8.614,8.5136,7.7154,8.2182,9.5517,9.1476,6.8869,8.5719,8.7327,7.9158,7.7476,9.4655,9.9177,8.8963,7.1945,7.6506,8.4788,8.2728,9.1923,7.7997,8.1918,9.5235,11.4001,7.1687,7.8976,8.9207,7.4316,9.7504,9.1884,7.1014,6.661,9.1031,6.0557,8.9346,6.3999,9.2184,7.4895,9.4981,6.8407,9.1656,7.5824,9.7045,8.0262,8.9272,8.4853,9.5918,7.4577,9.1291,7.5018,8.738,9.4452,8.5466,9.6709,8.9613,7.901,9.3427,8.1731,7.0933,9.7205,7.5507,8.8711,10.3017,8.788,9.4086,9.076,8.5497,9.2899,10.6724,9.209,7.3511,9.1394,8.3219,8.8379,9.6924,8.3317,7.1604,9.4992,10.2502,9.62,9.0717,8.4369,9.303,8.4576,8.1733,8.819,7.604,8.1019,7.1928,9.4215,8.1609,7.2636,7.643,7.1406,9.7003,8.4576,10.1384,9.9452,7.8119,8.4882,8.79,9.2085,6.6786,8.1364,9.274,8.8326,8.0253,9.0589,8.5631,8.1162,7.1282,6.4923,9.6836,9.6722,8.4914,8.9311,7.5282,7.6784,8.4313,7.2397,8.9644,7.8807,8.0771,6.7623,7.4164,8.2541,8.2953,8.1755,8.4958,7.0748,9.2185,S027
8.3636,9.195,8.8435,7.9454,9.8174,8.866,9.9462,8.6026,11.2706,7.9658,10.2338,9.2765,7.3691,10.7901,7.8688,8.3113,9.4918,9.5142,7.4624,7.8978,7.8294,8.2839,9.7092,8.2153,10.3216,8.6347,10.869,8.0308,9.5965,8.3153,8.9076,8.8883,9.1082,9.9702,7.5151,8.9469,10.1436,8.7649,8.9873,6.5829,8.7186,8.1085,9.4305,9.9442,6.9685,8.1155,8.5665,7.7134,9.0344,6.9995,7.287,7.918,9.1812,8.3509,8.2008,8.0343,7.3871,7.0221,8.1591,7.8988,8.1232,7.8096,8.738,9.3074,8.8664,6.8565,7.8727,8.3562,8.2435,8.5745,8.5628,10.5395,8.043,9.6588,8.0769,7.0056,8.8936,8.6712,7.5076,8.8626,8.2396,7.9559,6.4085,9.3199,8.867,8.309,6.1828,9.1922,7.9635,8.0805,7.9643,9.4015,8.6542,8.3847,9.2023,,7.6557,8.2856,8.344,8.5644,10.2827,7.7519,7.5651,9.3043,7.2219,9.0494,8.3006,9.9229,8.7694,8.1586,9.6612,10.4936,9.9224,8.9941,7.2259,9.3504,9.8647,7.7272,8.4695,7.8319,7.1948,7.4173,8.8712,9.0709,6.9816,9.0911,7.5555,8.4054,9.5919,,8.4988,7.4624,9.9782,6.7583,9.1734,9.4451,5.1191,9.1083,8.2673,8.082,7.5563,8.3536,8.9197,7.8631,7.1498,7.8953,9.4689,8.6775,8.0693,8.9482,8.3515,8.2086,8.8753,8.9687,8.8247,10.2513,8.4794,9.5947,9.3075,7.6633,7.8001,8.0622,8.7948,8.6037,6.3756,10.5902,6.5063,7.8127,9.9806,8.6321,7.7943,9.4607,9.0377,9.0556,8.6914,7.4073,8.1159,8.4497,6.921,9.0184,7.8806,7.2658,7.8558,8.3989,7.7177,7.5959,8.1657,7.6307,7.7277,8.9508,7.4785,8.1296,8.9297,7.3787,7.7856,8.935,7.6192,8.2089,8.4554,8.6666,7.423,6.5434,9.2194,8.599,8.6151,7.949,8.9412,8.5159,9.1183,8.2505,7.6344,8.7122,7.6659,8.1711,8.8503,9.0104,7.3952,8.949,10.2994,8.608,7.5084,8.1642,9.8653,7.5313,8.8922,7.1024,8.8695,9.6955,8.6811,7.1602,9.0862,9.3788,8.6132,8.3625,9.0377,7.3854,8.6362,7.9726,8.8738,7.5793,S028
9.0619,8.5103,7.6695,7.2181,9.2706,9.5297,9.8933,9.327,9.0613,8.7429,8.704,8.5484,9.3213,8.2595,8.1067,8.3973,7.6023,9.73,8.8605,8.5084,8.1858,9.4637,5.9561,8.1425,7.5438,8.5626,8.017,8.8554,7.9852,6.8461,8.0652,9.2132,8.6153,7.7918,9.0326,10.1066,7.8563,5.6793,7.8465,7.6712,8.5259,8.7606,7.8921,8.1796,9.6443,7.7874,7.9068,5.8138,8.6424,7.7444,8.6839,6.6508,9.1537,8.6094,7.1501,8.4557,8.5146,9.7081,8.1041,8.4696,8.6065,9.2868,9.0682,8.1938,8.0702,7.873,7.6353,8.7295,8.1989,6.8211,7.6514,9.1693,8.1724,9.139,8.6207,7.9534,8.6908,8.4602,7.7252,9.4874,7.3463,9.3603,8.961,8.8824,8.3645,8.7638,9.4548,8.1725,8.846,8.9216,6.7378,8.4209,8.7479,8.7298,10.5361,9.2667,8.1359,7.9765,8.605,9.9413,7.4539,7.9182,9.0646,8.5054,9.9263,8.0169,8.5591,8.6004,8.9602,8.3821,7.8983,7.6708,7.4041,9.6644,9.0288,8.363,7.4312,9.4638,8.8904,7.833,9.9033,9.3176,8.3085,7.6003,9.3447,7.2373,7.8027,8.9188,8.778,9.4991,8.4338,10.1311,9.3189,9.132,7.8791,9.5138,8.1721,8.8652,8.6024,9.2583,9.8968,8.5382,6.9214,7.7473,7.8194,8.0407,8.9723,7.8461,8.3266,8.1684,9.9751,7.3305,9.6192,7.7287,9.0659,9.4021,10.5721,9.0295,10.2846,8.9565,8.4341,6.5906,8.0958,7.9732,7.3766,9.3026,7.6497,6.6935,9.9397,8.2856,9.9983,8.1734,9.0426,6.6219,6.5071,9.5094,7.852,9.4253,8.5458,9.9579,7.1921,8.6147,7.7049,8.7008,7.327,8.1068,9.5745,7.9054,9.2717,9.4861,7.7127,7.0522,7.5636,9.339,8.4907,8.1283,5.746,9.4958,8.3799,8.7906,9.04,8.552,8.1701,8.3481,10.0979,7.5851,6.5185,8.0312,7.4756,9.9058,6.644,6.8248,9.1417,8.469,8.9922,8.9564,8.8179,7.9971,7.2455,8.8008,9.1964,7.6683,10.1399,7.724,7.6165,8.2302,8.5335,9.3171,7.6037,8.7913,6.3878,6.3092,8.3774,9.5341,9.1561,7.2059,7.4743,9.6249,8.6909,7.5047,S029
8.2085,7.2096,9.4884,8.7867,7.9208,8.1914,8.3598,8.6682,8.2733,8.3127,8.2511,9.1189,7.7551,8.9235,7.8878,6.9853,7.3936,8.226,9.2898,7.9301,8.8925,7.6208,7.6698,7.9299,9.3244,7.7446,9.1691,9.0142,8.3755,7.8726,7.6044,10.1894,7.8186,9.7184,7.535,10.3804,9.343,9.1971,8.1196,8.0717,8.9798,9.5764,8.1713,9.0546,8.3746,8.3642,5.6447,8.2333,6.9568,8.0062,9.2848,7.3338,8.1988,8.1695,8.4828,9.467,7.8443,7.864,7.6006,7.5035,7.8293,9.48,6.9776,8.0695,8.2509,8.3442,9.1911,7.767,7.5412,7.954,7.5506,8.715,8.1145,7.3611,7.7772,8.7674,8.91,9.0634,8.5819,9.0617,8.4256,7.9463,9.3056,7.947,8.1594,10.0687,,8.5856,8.9784,7.8847,7.4278,7.2973,6.0179,8.4555,9.1728,8.5719,6.4022,8.5706,7.7391,8.0121,8.9907,7.1033,8.9688,8.9873,8.2455,7.2328,8.1961,7.4696,7.9135,7.1979,8.226,10.1156,8.161,9.3912,8.4213,8.3871,10.9744,8.9031,8.061,8.1989,9.706,7.6713,9.9761,9.1923,7.9443,6.9359,8.7802,9.3993,7.8507,10.2341,7.8205,8.215,8.7235,7.9221,8.9074,8.3411,9.0219,7.6354,7.4667,7.69,7.7675,7.9591,8.9642,8.5112,8.854,7.4515,8.5502,7.3123,8.302,8.7116,7.7437,9.3175,8.561,7.8127,9.0899,8.7986,9.1922,6.5509,9.2223,9.0608,6.077,8.5464,8.7767,7.7832,9.6345,8.4387,7.9202,8.8507,6.7122,,9.0916,8.8525,8.7063,7.8493,8.8384,8.0637,8.5361,8.4474,8.0128,6.8117,9.8376,10.3003,8.446,7.4148,9.0896,9.5279,6.9267,9.217,7.5078,7.2746,8.4797,6.8586,8.7433,8.8585,9.7362,8.5816,8.511,6.5901,6.2029,8.1081,8.9888,8.4105,7.5326,7.9019,9.2007,8.9858,8.5148,8.8201,8.2291,8.9105,9.472,8.8543,7.9265,10.1381,8.8276,8.3314,8.772,8.2572,8.8906,8.6252,9.5927,8.4242,9.0941,7.9333,8.3495,9.4786,9.5262,6.2457,9.8471,7.8826,9.114,7.926,8.7939,7.9968,8.5541,8.0479,8.7013,9.343,7.0554,9.8754,S030
